name,isin,symbol,market
TFF GROUP,FR0013295789,TFF,Euronext Paris
THALES,FR0000121329,HO,Euronext Paris
THE BLOCKCHAIN GP,FR0011053636,ALTBG,Euronext Growth Paris
THE KINGFISH COMP,NL00150001S5,KING,Euronext Growth Oslo
THE NAVIGATOR COMP,PTPTI0AM0006,NVG,Euronext Lisbon
THEBLOCKCHAINGRBS,FR00140065G1,TBGBS,Euronext Growth Paris
THERACLION,FR0010120402,ALTHE,Euronext Growth Paris
THERADIAG,FR0004197747,ALTER,Euronext Growth Paris
THERANEXUS,FR0013286259,ALTHX,Euronext Growth Paris
THERAVET,BE0974387194,ALVET,Euronext Growth Paris
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris
THUNDERBIRD,VGG885761061,TBIRD,Euronext Amsterdam
TIE KINETIX,NL0010389508,TIE,Euronext Amsterdam
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris
TINC,BE0974282148,TINC,Euronext Brussels
TIPIAK,FR0000066482,TIPI,Euronext Paris
TITAN CEMENT,BE0974338700,TITC,Euronext Brussels
TIVOLY,FR0000060949,ALTIV,Euronext Growth Paris
TKH GROUP,NL0000852523,TWEKA,Euronext Amsterdam
TOMTOM,NL0013332471,TOM2,Euronext Amsterdam
TOOLUX SANDING,LU0394945660,ALTLX,Euronext Growth Paris
TOOSLA,FR00140062B9,ALTOO,Euronext Growth Paris
TOQUES BLANCHES,FR0011668821,ALTBM,Euronext Growth Paris
TOTAL GABON,GA0000121459,EC,Euronext Paris
TOTALENERGIES,FR0000120271,TTE,Euronext Paris
TOUAX,FR0000033003,TOUP,Euronext Paris
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris
TOUTABO,FR0010621722,MLABO,Euronext Access Paris
TOYOTA CAETANO,PTSCT0AP0018,SCT,Euronext Lisbon
TPSH,FR0011040690,MLPSH,Euronext Access Paris
TRAMWAYS DE ROUEN,FR0000031866,MLTRA,Euronext Access Paris
TRANSGENE,FR0005175080,TNG,Euronext Paris
TRANSITION SHARES,FR00140039U7,TRAN,Euronext Paris
TRANSITION WARRANT,FR0014003AC4,TRANW,Euronext Paris
TRIGANO,FR0005691656,TRI,Euronext Paris
TRILOGIQ,FR0010397901,ALTRI,Euronext Growth Paris
TROC ILE,FR0000031106,MLTRO,Euronext Access Paris
TRONICS,FR0004175099,ALTRO,Euronext Growth Paris
TTI,FR0010383877,ALTTI,Euronext Growth Paris
TUBIZE (ATTR),BE0099967573,TUBAT,Euronext Expert Market
TUBIZE-FIN,BE0003823409,TUB,Euronext Brussels
TULLOW OIL PLC,GB0001500809,TQW,Euronext Dublin
TXCOM,FR0010654087,ALTXC,Euronext Growth Paris
TYSNES SPAREBANK,NO0010731615,TYSB,Euronext Growth Oslo
U10 CORP,FR0000079147,ALU10,Euronext Growth Paris
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris
UCAR,FR0011070457,ALUCR,Euronext Growth Paris
UCARE SERVICES BEL,BE0003838555,PNSB,Euronext Access Brussels
UCB,BE0003739530,UCB,Euronext Brussels
UMALIS GROUP,FR0011776889,MLUMG,Euronext Access Paris
UMANIS,FR0013263878,ALUMS,Euronext Growth Paris
UMG,NL0015000IY2,UMG,Euronext Amsterdam
UMICORE,BE0974320526,UMI,Euronext Brussels
UNI.METALG.HT-SEI.,FR0005783503,MLUMH,Euronext Access Paris
UNIBAIL-RODAMCO-WE,FR0013326246,URW,Euronext Amsterdam
UNIBEL,FR0000054215,UNBL,Euronext Paris
UNIFIEDPOST GROUP,BE0974371032,UPG,Euronext Brussels
UNILEVER,GB00B10RZP78,UNA,Euronext Amsterdam
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris
UNIPHAR PLC,IE00BJ5FQX74,UPR,Euronext Growth Dublin
UNITI,FR0012709160,ALUNT,Euronext Growth Paris
UPERGY,FR0010337865,ALUPG,Euronext Growth Paris
UV GERMI,FR0011898584,ALUVI,Euronext Growth Paris
V LANSCHOT KEMPEN,NL0000302636,VLK,Euronext Amsterdam
VAA VISTA ALEGRE,PTVAA0AM0019,VAF,Euronext Lisbon
VALBIOTIS,FR0013254851,ALVAL,Euronext Growth Paris
VALEO,FR0013176526,FR,Euronext Paris
VALLOUREC,FR0013506730,VK,Euronext Paris
VALLOUREC BSA 21,FR00140030K7,VKBS,Euronext Paris
VALNEVA,FR0004056851,VLA,Euronext Paris
VALONEO,FR0012833770,MLVAL,Euronext Access Paris
VALUE8,NL0010661864,VALUE,Euronext Amsterdam
VALUE8 CUM PREF,NL0015118803,PREVA,Euronext Amsterdam
VAM INVEST SHARES,NL0015000G40,VAM,Euronext Amsterdam
VAM INVEST TR SHA,NL0015000GH1,VAMT,Euronext Amsterdam
VAM INVEST WARRANT,NL0015000G32,VAMW,Euronext Amsterdam
VAN DE VELDE,BE0003839561,VAN,Euronext Brussels
VANDOR REAL ESTATE,ES0105623005,MLVRE,Euronext Access Paris
VASTNED,NL0000288918,VASTN,Euronext Amsterdam
VASTNED BELGIUM,BE0003754687,VASTB,Euronext Brussels
VENTE UNIQUE.COM,FR0010766667,ALVU,Euronext Growth Paris
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris
VEON,BMG9349W1038,VEON,Euronext Amsterdam
VERALLIA,FR0013447729,VRLA,Euronext Paris
VERGNET,FR0004155240,ALVER,Euronext Growth Paris
VERIMATRIX,FR0010291245,VMX,Euronext Paris
VERNEY CARRON,FR0006174496,MLVER,Euronext Access Paris
VETOQUINOL,FR0004186856,VETO,Euronext Paris
VGP,BE0003878957,VGP,Euronext Brussels
VIALIFE,FR0010326090,ALVIA,Euronext Growth Paris
VICAT,FR0000031775,VCT,Euronext Paris
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris
VILMORIN & CIE,FR0000052516,RIN,Euronext Paris
VINCI,FR0000125486,DG,Euronext Paris
VIOHALCO,BE0974271034,VIO,Euronext Brussels
VIRBAC,FR0000031577,VIRP,Euronext Paris
VISIATIV,FR0004029478,ALVIV,Euronext Growth Paris
VISIATIV BS,FR0014003O76,VIVBS,Euronext Growth Paris
VISIO NERF,FR0010033480,MLVIS,Euronext Access Paris
VISIODENT,FR0000065765,SDT,Euronext Paris
VISIOMED BSA2018-1,FR0013322724,VMGBS,Euronext Growth Paris
VISIOMED GROUP,FR0013481835,ALVMG,Euronext Growth Paris
VISIOMEDBSA26OCT23,FR0013321817,VMGBT,Euronext Growth Paris
VITURA,FR0010309096,VTR,Euronext Paris
VIVENDI NV22,FR0014006O81,VIVNV,Euronext Paris
VIVENDI SE,FR0000127771,VIV,Euronext Paris
VIVORYON,NL00150002Q7,VVY,Euronext Amsterdam
VOGO,FR0011532225,ALVGO,Euronext Growth Paris
VOLTA FINANCE,GG00B1GHHH78,VTA,Euronext Amsterdam
VOLTALIA,FR0011995588,VLTSA,Euronext Paris
VOPAK,NL0009432491,VPK,Euronext Amsterdam
VOW GREEN METALS,NO0011037483,VGM,Euronext Growth Oslo
VOYAGEURS DU MONDE,FR0004045847,ALVDM,Euronext Growth Paris
VRANKEN-POMMERY,FR0000062796,VRAP,Euronext Paris
VREF SEVILLE,ES0105492005,MLVRF,Euronext Access Paris
WAGA ENERGY,FR0012532810,WAGA,Euronext Paris
WALLIX,FR0010131409,ALLIX,Euronext Growth Paris
WAREHOUSES ESTATES,BE0003734481,WEB,Euronext Brussels
WAVESTONE,FR0013357621,WAVE,Euronext Paris
WDP,BE0974349814,WDP,Euronext Brussels
WE.CONNECT,FR0013079092,ALWEC,Euronext Growth Paris
WEACCESS GROUP,FR0010688465,MLWEA,Euronext Access Paris
WEDIA,FR0010688440,ALWED,Euronext Growth Paris
WELL,FR0004152700,MLWEL,Euronext Access Paris
WENDEL,FR0000121204,MF,Euronext Paris
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam
WERELDHAVE BELGIUM,BE0003724383,WEHB,Euronext Brussels
WESTERN BULK CHART,NO0010768096,WEST,Euronext Growth Oslo
WEYA,FR0010768770,MLWEY,Euronext Access Paris
WHITENI R CAJAL,ES0105399002,MLWRC,Euronext Access Paris
WHITESTONE GROUP,BE0974401334,ROCK,Euronext Growth Brussels
WINFARM,FR0014000P11,ALWF,Euronext Growth Paris
WITBE,FR0013143872,ALWIT,Euronext Growth Paris
WIZIBOAT,FR00140047H7,MLWIZ,Euronext Access Paris
WOL. EXTENS. CERT,BE0003600112,WOLE,Euronext Brussels
WOL. SHOPPING CERT,BE0003571792,WOLS,Euronext Brussels
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam
WORLDLINE,FR0011981968,WLN,Euronext Paris
X-FAB,BE0974310428,XFAB,Euronext Paris
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris
XIOR,BE0974288202,XIOR,Euronext Brussels
XPLORA TECHNOLOGIE,NO0010895782,XPLRA,Euronext Growth Oslo
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam
YEW GROVE REIT PLC,IE00BDT5KP12,YEW,Euronext Dublin
ZAPTEC,NO0010713936,ZAP,Euronext Growth Oslo
ZCCM,ZM0000000037,MLZAM,Euronext Access Paris
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris
ZENITH ENERGY,CA98936C1068,ZENA,Euronext Growth Oslo
ZENOBE GRAMME CERT,BE0003809267,ZEN,Euronext Brussels
ZWIPE,NO0010721277,ZWIPE,Euronext Growth Oslo
